Heart_rate_variability_ms,Sleep_Stage,Group_Label,Group_Type
81.0,Deep,Normal (10–20%),Normal
64.0,Deep,Normal (10–20%),Normal
64.0,Deep,Normal (10–20%),Normal
63.0,Deep,Above Normal (>20%),Above Normal
77.0,Deep,Above Normal (>20%),Above Normal
49.0,Deep,Normal (10–20%),Normal
47.0,Deep,Above Normal (>20%),Above Normal
79.0,Deep,Normal (10–20%),Normal
79.0,Deep,Normal (10–20%),Normal
79.0,Deep,Normal (10–20%),Normal
79.0,Deep,Normal (10–20%),Normal
60.0,Deep,Above Normal (>20%),Above Normal
59.0,Deep,Above Normal (>20%),Above Normal
62.0,Deep,Below Normal (<10%),Below Normal
62.0,Deep,Below Normal (<10%),Below Normal
62.0,Deep,Below Normal (<10%),Below Normal
55.0,Deep,Normal (10–20%),Normal
38.0,Deep,Normal (10–20%),Normal
80.0,Deep,Above Normal (>20%),Above Normal
40.0,Deep,Normal (10–20%),Normal
64.0,Deep,Above Normal (>20%),Above Normal
61.0,Deep,Above Normal (>20%),Above Normal
70.0,Deep,Normal (10–20%),Normal
29.0,Deep,Above Normal (>20%),Above Normal
29.0,Deep,Above Normal (>20%),Above Normal
76.0,Deep,Normal (10–20%),Normal
61.0,Deep,Normal (10–20%),Normal
74.0,Deep,Normal (10–20%),Normal
52.0,Deep,Normal (10–20%),Normal
54.0,Deep,Normal (10–20%),Normal
67.0,Deep,Normal (10–20%),Normal
67.0,Deep,Normal (10–20%),Normal
67.0,Deep,Normal (10–20%),Normal
47.0,Deep,Normal (10–20%),Normal
35.0,Deep,Above Normal (>20%),Above Normal
77.0,Deep,Below Normal (<10%),Below Normal
77.0,Deep,Below Normal (<10%),Below Normal
47.0,Deep,Above Normal (>20%),Above Normal
47.0,Deep,Above Normal (>20%),Above Normal
42.0,Deep,Normal (10–20%),Normal
48.0,Deep,Above Normal (>20%),Above Normal
40.0,Deep,Normal (10–20%),Normal
59.0,Deep,Normal (10–20%),Normal
59.0,Deep,Normal (10–20%),Normal
66.0,Deep,Normal (10–20%),Normal
55.0,Deep,Above Normal (>20%),Above Normal
48.0,Deep,Normal (10–20%),Normal
56.0,Deep,Above Normal (>20%),Above Normal
19.0,Deep,Above Normal (>20%),Above Normal
56.0,Deep,Normal (10–20%),Normal
56.0,Deep,Normal (10–20%),Normal
39.0,Deep,Normal (10–20%),Normal
45.0,Deep,Normal (10–20%),Normal
30.0,Deep,Above Normal (>20%),Above Normal
61.0,Deep,Normal (10–20%),Normal
60.0,Deep,Normal (10–20%),Normal
61.0,Deep,Below Normal (<10%),Below Normal
47.0,Deep,Normal (10–20%),Normal
40.0,Deep,Above Normal (>20%),Above Normal
40.0,Deep,Above Normal (>20%),Above Normal
40.0,Deep,Above Normal (>20%),Above Normal
58.0,Deep,Normal (10–20%),Normal
45.0,Deep,Above Normal (>20%),Above Normal
66.0,Deep,Normal (10–20%),Normal
48.0,Deep,Normal (10–20%),Normal
70.0,Deep,Below Normal (<10%),Below Normal
70.0,Deep,Below Normal (<10%),Below Normal
70.0,Deep,Below Normal (<10%),Below Normal
70.0,Deep,Below Normal (<10%),Below Normal
42.0,Deep,Above Normal (>20%),Above Normal
42.0,Deep,Above Normal (>20%),Above Normal
61.0,Deep,Above Normal (>20%),Above Normal
58.0,Deep,Normal (10–20%),Normal
58.0,Deep,Normal (10–20%),Normal
72.0,Deep,Above Normal (>20%),Above Normal
72.0,Deep,Above Normal (>20%),Above Normal
72.0,Deep,Above Normal (>20%),Above Normal
59.0,Deep,Normal (10–20%),Normal
59.0,Deep,Normal (10–20%),Normal
40.0,Deep,Normal (10–20%),Normal
50.0,Deep,Above Normal (>20%),Above Normal
40.0,Deep,Above Normal (>20%),Above Normal
30.0,Deep,Above Normal (>20%),Above Normal
65.0,Deep,Above Normal (>20%),Above Normal
71.0,Deep,Normal (10–20%),Normal
53.0,Deep,Above Normal (>20%),Above Normal
47.0,Deep,Above Normal (>20%),Above Normal
47.0,Deep,Above Normal (>20%),Above Normal
47.0,Deep,Above Normal (>20%),Above Normal
35.0,Deep,Above Normal (>20%),Above Normal
35.0,Deep,Above Normal (>20%),Above Normal
77.0,Deep,Normal (10–20%),Normal
37.0,Deep,Above Normal (>20%),Above Normal
56.0,Deep,Normal (10–20%),Normal
56.0,Deep,Normal (10–20%),Normal
30.0,Deep,Above Normal (>20%),Above Normal
47.0,Deep,Above Normal (>20%),Above Normal
40.0,Deep,Normal (10–20%),Normal
38.0,Deep,Normal (10–20%),Normal
43.0,Deep,Above Normal (>20%),Above Normal
57.0,Deep,Normal (10–20%),Normal
50.0,Deep,Above Normal (>20%),Above Normal
46.0,Deep,Normal (10–20%),Normal
45.0,Deep,Normal (10–20%),Normal
59.0,Deep,Above Normal (>20%),Above Normal
51.0,Deep,Above Normal (>20%),Above Normal
40.0,Deep,Above Normal (>20%),Above Normal
43.0,Deep,Normal (10–20%),Normal
52.0,Deep,Above Normal (>20%),Above Normal
46.0,Deep,Normal (10–20%),Normal
34.0,Deep,Above Normal (>20%),Above Normal
58.0,Deep,Normal (10–20%),Normal
62.0,Deep,Normal (10–20%),Normal
50.0,Deep,Normal (10–20%),Normal
38.0,Deep,Above Normal (>20%),Above Normal
43.0,Deep,Normal (10–20%),Normal
54.0,Deep,Normal (10–20%),Normal
43.0,Deep,Above Normal (>20%),Above Normal
52.0,Deep,Above Normal (>20%),Above Normal
34.0,Deep,Above Normal (>20%),Above Normal
43.0,Deep,Normal (10–20%),Normal
34.0,Deep,Above Normal (>20%),Above Normal
68.0,Deep,Above Normal (>20%),Above Normal
56.0,Deep,Above Normal (>20%),Above Normal
56.0,Deep,Above Normal (>20%),Above Normal
63.0,Deep,Normal (10–20%),Normal
42.0,Deep,Above Normal (>20%),Above Normal
42.0,Deep,Above Normal (>20%),Above Normal
54.0,Deep,Above Normal (>20%),Above Normal
81.0,Deep,Normal (10–20%),Normal
37.0,Deep,Above Normal (>20%),Above Normal
56.0,Deep,Above Normal (>20%),Above Normal
75.0,Deep,Normal (10–20%),Normal
75.0,Deep,Normal (10–20%),Normal
75.0,Deep,Normal (10–20%),Normal
75.0,Deep,Normal (10–20%),Normal
65.0,Deep,Normal (10–20%),Normal
47.0,Deep,Normal (10–20%),Normal
33.0,Deep,Above Normal (>20%),Above Normal
33.0,Deep,Above Normal (>20%),Above Normal
33.0,Deep,Above Normal (>20%),Above Normal
70.0,Deep,Above Normal (>20%),Above Normal
70.0,Deep,Above Normal (>20%),Above Normal
70.0,Deep,Above Normal (>20%),Above Normal
52.0,Deep,Above Normal (>20%),Above Normal
31.0,Deep,Above Normal (>20%),Above Normal
35.0,Deep,Above Normal (>20%),Above Normal
42.0,Deep,Above Normal (>20%),Above Normal
48.0,Deep,Above Normal (>20%),Above Normal
41.0,Deep,Normal (10–20%),Normal
45.0,Deep,Above Normal (>20%),Above Normal
45.0,Deep,Above Normal (>20%),Above Normal
55.0,Deep,Normal (10–20%),Normal
55.0,Deep,Normal (10–20%),Normal
71.0,Deep,Normal (10–20%),Normal
45.0,Deep,Above Normal (>20%),Above Normal
43.0,Deep,Normal (10–20%),Normal
73.0,Deep,Above Normal (>20%),Above Normal
46.0,Deep,Above Normal (>20%),Above Normal
36.0,Deep,Above Normal (>20%),Above Normal
30.0,Deep,Above Normal (>20%),Above Normal
74.0,Deep,Normal (10–20%),Normal
74.0,Deep,Normal (10–20%),Normal
53.0,Deep,Normal (10–20%),Normal
46.0,Deep,Normal (10–20%),Normal
41.0,Deep,Normal (10–20%),Normal
81.0,Deep,Normal (10–20%),Normal
81.0,Deep,Normal (10–20%),Normal
81.0,Deep,Normal (10–20%),Normal
81.0,Deep,Normal (10–20%),Normal
42.0,Deep,Above Normal (>20%),Above Normal
54.0,Deep,Above Normal (>20%),Above Normal
50.0,Deep,Above Normal (>20%),Above Normal
80.0,Deep,Normal (10–20%),Normal
80.0,Deep,Normal (10–20%),Normal
80.0,Deep,Normal (10–20%),Normal
80.0,Deep,Normal (10–20%),Normal
49.0,Deep,Above Normal (>20%),Above Normal
49.0,Deep,Above Normal (>20%),Above Normal
40.0,Deep,Above Normal (>20%),Above Normal
48.0,Deep,Above Normal (>20%),Above Normal
71.0,Deep,Above Normal (>20%),Above Normal
71.0,Deep,Above Normal (>20%),Above Normal
42.0,Deep,Normal (10–20%),Normal
17.0,Deep,Above Normal (>20%),Above Normal
51.0,Deep,Above Normal (>20%),Above Normal
67.0,Deep,Above Normal (>20%),Above Normal
67.0,Deep,Above Normal (>20%),Above Normal
48.0,Deep,Normal (10–20%),Normal
44.0,Deep,Above Normal (>20%),Above Normal
54.0,Deep,Above Normal (>20%),Above Normal
75.0,Deep,Above Normal (>20%),Above Normal
38.0,Deep,Above Normal (>20%),Above Normal
62.0,Deep,Normal (10–20%),Normal
32.0,Deep,Above Normal (>20%),Above Normal
47.0,Deep,Above Normal (>20%),Above Normal
82.0,Deep,Normal (10–20%),Normal
82.0,Deep,Normal (10–20%),Normal
51.0,Deep,Normal (10–20%),Normal
43.0,Deep,Above Normal (>20%),Above Normal
83.0,Deep,Above Normal (>20%),Above Normal
44.0,Deep,Above Normal (>20%),Above Normal
53.0,Deep,Normal (10–20%),Normal
80.0,Deep,Normal (10–20%),Normal
80.0,Deep,Normal (10–20%),Normal
80.0,Deep,Normal (10–20%),Normal
37.0,Deep,Above Normal (>20%),Above Normal
78.0,Deep,Normal (10–20%),Normal
78.0,Deep,Normal (10–20%),Normal
37.0,Deep,Normal (10–20%),Normal
40.0,Light,Below Normal (<40%),Below Normal
36.0,Light,Above Normal (>60%),Above Normal
50.0,Light,Below Normal (<40%),Below Normal
44.0,Light,Above Normal (>60%),Above Normal
41.0,Light,Normal (40–60%),Normal
41.0,Light,Normal (40–60%),Normal
37.0,Light,Below Normal (<40%),Below Normal
25.0,Light,Below Normal (<40%),Below Normal
26.0,Light,Normal (40–60%),Normal
23.0,Light,Above Normal (>60%),Above Normal
49.0,Light,Normal (40–60%),Normal
37.0,Light,Normal (40–60%),Normal
35.0,Light,Normal (40–60%),Normal
47.0,Light,Below Normal (<40%),Below Normal
52.0,Light,Above Normal (>60%),Above Normal
51.0,Light,Below Normal (<40%),Below Normal
45.0,Light,Normal (40–60%),Normal
44.0,Light,Normal (40–60%),Normal
44.0,Light,Normal (40–60%),Normal
41.0,Light,Normal (40–60%),Normal
42.0,Light,Normal (40–60%),Normal
42.0,Light,Normal (40–60%),Normal
43.0,Light,Below Normal (<40%),Below Normal
47.0,Light,Above Normal (>60%),Above Normal
45.0,Light,Above Normal (>60%),Above Normal
45.0,Light,Above Normal (>60%),Above Normal
51.0,Light,Below Normal (<40%),Below Normal
52.0,Light,Below Normal (<40%),Below Normal
49.0,Light,Normal (40–60%),Normal
64.0,Light,Below Normal (<40%),Below Normal
58.0,Light,Below Normal (<40%),Below Normal
48.0,Light,Above Normal (>60%),Above Normal
38.0,Light,Normal (40–60%),Normal
34.0,Light,Above Normal (>60%),Above Normal
45.0,Light,Normal (40–60%),Normal
52.0,Light,Below Normal (<40%),Below Normal
48.0,Light,Below Normal (<40%),Below Normal
43.0,Light,Above Normal (>60%),Above Normal
43.0,Light,Above Normal (>60%),Above Normal
43.0,Light,Above Normal (>60%),Above Normal
30.0,Light,Normal (40–60%),Normal
30.0,Light,Normal (40–60%),Normal
48.0,Light,Below Normal (<40%),Below Normal
48.0,Light,Below Normal (<40%),Below Normal
48.0,Light,Below Normal (<40%),Below Normal
58.0,Light,Below Normal (<40%),Below Normal
58.0,Light,Below Normal (<40%),Below Normal
54.0,Light,Normal (40–60%),Normal
51.0,Light,Above Normal (>60%),Above Normal
43.0,Light,Above Normal (>60%),Above Normal
50.0,Light,Below Normal (<40%),Below Normal
40.0,Light,Above Normal (>60%),Above Normal
44.0,Light,Normal (40–60%),Normal
30.0,Light,Normal (40–60%),Normal
47.0,Light,Above Normal (>60%),Above Normal
47.0,Light,Above Normal (>60%),Above Normal
51.0,Light,Below Normal (<40%),Below Normal
51.0,Light,Normal (40–60%),Normal
50.0,Light,Below Normal (<40%),Below Normal
51.0,Light,Normal (40–60%),Normal
51.0,Light,Above Normal (>60%),Above Normal
45.0,Light,Above Normal (>60%),Above Normal
45.0,Light,Above Normal (>60%),Above Normal
45.0,Light,Normal (40–60%),Normal
49.0,Light,Normal (40–60%),Normal
48.0,Light,Below Normal (<40%),Below Normal
48.0,Light,Below Normal (<40%),Below Normal
55.0,Light,Normal (40–60%),Normal
54.0,Light,Normal (40–60%),Normal
44.0,Light,Below Normal (<40%),Below Normal
59.0,Light,Normal (40–60%),Normal
54.0,Light,Below Normal (<40%),Below Normal
50.0,Light,Normal (40–60%),Normal
58.0,Light,Below Normal (<40%),Below Normal
48.0,Light,Below Normal (<40%),Below Normal
43.0,Light,Normal (40–60%),Normal
52.0,Light,Normal (40–60%),Normal
54.0,Light,Normal (40–60%),Normal
41.0,Light,Below Normal (<40%),Below Normal
22.0,Light,Normal (40–60%),Normal
48.0,Light,Normal (40–60%),Normal
42.0,Light,Below Normal (<40%),Below Normal
46.0,Light,Normal (40–60%),Normal
45.0,Light,Below Normal (<40%),Below Normal
42.0,Light,Below Normal (<40%),Below Normal
39.0,Light,Below Normal (<40%),Below Normal
56.0,Light,Normal (40–60%),Normal
54.0,Light,Below Normal (<40%),Below Normal
57.0,Light,Below Normal (<40%),Below Normal
53.0,Light,Normal (40–60%),Normal
54.0,Light,Normal (40–60%),Normal
48.0,Light,Normal (40–60%),Normal
50.0,Light,Below Normal (<40%),Below Normal
43.0,Light,Below Normal (<40%),Below Normal
59.0,Light,Normal (40–60%),Normal
64.0,Light,Normal (40–60%),Normal
60.0,Light,Below Normal (<40%),Below Normal
55.0,Light,Normal (40–60%),Normal
55.0,Light,Normal (40–60%),Normal
53.0,Light,Above Normal (>60%),Above Normal
46.0,Light,Normal (40–60%),Normal
46.0,Light,Normal (40–60%),Normal
66.0,Light,Normal (40–60%),Normal
62.0,Light,Below Normal (<40%),Below Normal
63.0,Light,Below Normal (<40%),Below Normal
57.0,Light,Below Normal (<40%),Below Normal
47.0,Light,Normal (40–60%),Normal
43.0,Light,Below Normal (<40%),Below Normal
49.0,Light,Normal (40–60%),Normal
50.0,Light,Below Normal (<40%),Below Normal
57.0,Light,Below Normal (<40%),Below Normal
47.0,Light,Above Normal (>60%),Above Normal
47.0,Light,Normal (40–60%),Normal
44.0,Light,Below Normal (<40%),Below Normal
53.0,Light,Below Normal (<40%),Below Normal
50.0,Light,Normal (40–60%),Normal
50.0,Light,Normal (40–60%),Normal
49.0,Light,Above Normal (>60%),Above Normal
54.0,Light,Above Normal (>60%),Above Normal
65.0,Light,Below Normal (<40%),Below Normal
54.0,Light,Below Normal (<40%),Below Normal
69.0,Light,Normal (40–60%),Normal
69.0,Light,Below Normal (<40%),Below Normal
69.0,Light,Below Normal (<40%),Below Normal
57.0,Light,Normal (40–60%),Normal
53.0,Light,Below Normal (<40%),Below Normal
59.0,Light,Normal (40–60%),Normal
65.0,Light,Below Normal (<40%),Below Normal
67.0,Light,Below Normal (<40%),Below Normal
67.0,Light,Normal (40–60%),Normal
70.0,Light,Normal (40–60%),Normal
67.0,Light,Normal (40–60%),Normal
72.0,Light,Below Normal (<40%),Below Normal
78.0,Light,Below Normal (<40%),Below Normal
78.0,Light,Below Normal (<40%),Below Normal
67.0,Light,Normal (40–60%),Normal
57.0,Light,Normal (40–60%),Normal
35.0,Light,Above Normal (>60%),Above Normal
35.0,Light,Above Normal (>60%),Above Normal
26.0,Light,Above Normal (>60%),Above Normal
39.0,Light,Normal (40–60%),Normal
55.0,Light,Below Normal (<40%),Below Normal
51.0,Light,Above Normal (>60%),Above Normal
49.0,Light,Below Normal (<40%),Below Normal
54.0,Light,Below Normal (<40%),Below Normal
47.0,Light,Below Normal (<40%),Below Normal
33.0,Light,Normal (40–60%),Normal
37.0,Light,Above Normal (>60%),Above Normal
43.0,Light,Below Normal (<40%),Below Normal
62.0,Light,Normal (40–60%),Normal
62.0,Light,Below Normal (<40%),Below Normal
54.0,Light,Above Normal (>60%),Above Normal
58.0,Light,Below Normal (<40%),Below Normal
50.0,Light,Normal (40–60%),Normal
57.0,Light,Below Normal (<40%),Below Normal
39.0,Light,Above Normal (>60%),Above Normal
39.0,Light,Above Normal (>60%),Above Normal
43.0,Light,Above Normal (>60%),Above Normal
43.0,Light,Above Normal (>60%),Above Normal
63.0,Light,Below Normal (<40%),Below Normal
65.0,Light,Below Normal (<40%),Below Normal
52.0,Light,Below Normal (<40%),Below Normal
52.0,Light,Below Normal (<40%),Below Normal
52.0,Light,Below Normal (<40%),Below Normal
58.0,Light,Normal (40–60%),Normal
58.0,Light,Normal (40–60%),Normal
60.0,Light,Normal (40–60%),Normal
61.0,Light,Below Normal (<40%),Below Normal
50.0,Light,Normal (40–60%),Normal
53.0,Light,Normal (40–60%),Normal
47.0,Light,Above Normal (>60%),Above Normal
58.0,Light,Normal (40–60%),Normal
57.0,Light,Normal (40–60%),Normal
53.0,Light,Normal (40–60%),Normal
46.0,Light,Normal (40–60%),Normal
45.0,Light,Below Normal (<40%),Below Normal
58.0,Light,Above Normal (>60%),Above Normal
43.0,Light,Normal (40–60%),Normal
43.0,Light,Below Normal (<40%),Below Normal
43.0,Light,Above Normal (>60%),Above Normal
35.0,Light,Above Normal (>60%),Above Normal
52.0,Light,Normal (40–60%),Normal
60.0,Light,Normal (40–60%),Normal
54.0,Light,Below Normal (<40%),Below Normal
45.0,Light,Normal (40–60%),Normal
37.0,Light,Above Normal (>60%),Above Normal
33.0,Light,Below Normal (<40%),Below Normal
34.0,Light,Above Normal (>60%),Above Normal
46.0,Light,Normal (40–60%),Normal
30.0,Light,Normal (40–60%),Normal
36.0,Light,Normal (40–60%),Normal
41.0,Light,Above Normal (>60%),Above Normal
37.0,Light,Normal (40–60%),Normal
32.0,Light,Normal (40–60%),Normal
37.0,Light,Normal (40–60%),Normal
32.0,Light,Below Normal (<40%),Below Normal
37.0,Light,Below Normal (<40%),Below Normal
31.0,Light,Normal (40–60%),Normal
36.0,Light,Below Normal (<40%),Below Normal
32.0,Light,Normal (40–60%),Normal
25.0,Light,Normal (40–60%),Normal
38.0,Light,Normal (40–60%),Normal
40.0,Light,Normal (40–60%),Normal
42.0,Light,Normal (40–60%),Normal
28.0,Light,Above Normal (>60%),Above Normal
48.0,Light,Above Normal (>60%),Above Normal
50.0,Light,Normal (40–60%),Normal
40.0,Light,Below Normal (<40%),Below Normal
39.0,Light,Normal (40–60%),Normal
44.0,Light,Below Normal (<40%),Below Normal
41.0,Light,Below Normal (<40%),Below Normal
28.0,Light,Above Normal (>60%),Above Normal
42.0,Light,Normal (40–60%),Normal
49.0,Light,Below Normal (<40%),Below Normal
41.0,Light,Below Normal (<40%),Below Normal
44.0,Light,Normal (40–60%),Normal
51.0,Light,Normal (40–60%),Normal
46.0,Light,Normal (40–60%),Normal
50.0,Light,Normal (40–60%),Normal
51.0,Light,Normal (40–60%),Normal
45.0,Light,Below Normal (<40%),Below Normal
46.0,Light,Normal (40–60%),Normal
53.0,Light,Above Normal (>60%),Above Normal
47.0,Light,Below Normal (<40%),Below Normal
50.0,Light,Below Normal (<40%),Below Normal
47.0,Light,Normal (40–60%),Normal
41.0,Light,Normal (40–60%),Normal
45.0,Light,Below Normal (<40%),Below Normal
53.0,Light,Above Normal (>60%),Above Normal
43.0,Light,Normal (40–60%),Normal
46.0,Light,Below Normal (<40%),Below Normal
45.0,Light,Normal (40–60%),Normal
45.0,Light,Normal (40–60%),Normal
44.0,Light,Below Normal (<40%),Below Normal
47.0,Light,Normal (40–60%),Normal
42.0,Light,Below Normal (<40%),Below Normal
44.0,Light,Below Normal (<40%),Below Normal
43.0,Light,Normal (40–60%),Normal
48.0,Light,Normal (40–60%),Normal
76.0,Light,Above Normal (>60%),Above Normal
40.0,Light,Normal (40–60%),Normal
77.0,Light,Normal (40–60%),Normal
43.0,Light,Normal (40–60%),Normal
84.0,Light,Normal (40–60%),Normal
84.0,Light,Normal (40–60%),Normal
76.0,Light,Above Normal (>60%),Above Normal
74.0,Light,Normal (40–60%),Normal
85.0,Light,Normal (40–60%),Normal
77.0,Light,Normal (40–60%),Normal
81.0,Light,Normal (40–60%),Normal
83.0,Light,Normal (40–60%),Normal
52.0,Light,Below Normal (<40%),Below Normal
83.0,Light,Normal (40–60%),Normal
50.0,Light,Above Normal (>60%),Above Normal
74.0,Light,Normal (40–60%),Normal
76.0,Light,Above Normal (>60%),Above Normal
85.0,Light,Normal (40–60%),Normal
77.0,Light,Above Normal (>60%),Above Normal
60.0,Light,Normal (40–60%),Normal
73.0,Light,Normal (40–60%),Normal
59.0,Light,Below Normal (<40%),Below Normal
81.0,Light,Above Normal (>60%),Above Normal
55.0,Light,Above Normal (>60%),Above Normal
84.0,Light,Normal (40–60%),Normal
53.0,Light,Normal (40–60%),Normal
73.0,Light,Above Normal (>60%),Above Normal
52.0,Light,Normal (40–60%),Normal
86.0,Light,Above Normal (>60%),Above Normal
55.0,Light,Normal (40–60%),Normal
51.0,Light,Above Normal (>60%),Above Normal
79.0,Light,Normal (40–60%),Normal
79.0,Light,Normal (40–60%),Normal
55.0,Light,Below Normal (<40%),Below Normal
62.0,Light,Below Normal (<40%),Below Normal
55.0,Light,Above Normal (>60%),Above Normal
46.0,Light,Normal (40–60%),Normal
56.0,Light,Normal (40–60%),Normal
49.0,Light,Below Normal (<40%),Below Normal
71.0,Light,Below Normal (<40%),Below Normal
73.0,Light,Above Normal (>60%),Above Normal
49.0,Light,Normal (40–60%),Normal
67.0,Light,Normal (40–60%),Normal
47.0,Light,Normal (40–60%),Normal
47.0,Light,Normal (40–60%),Normal
83.0,Light,Normal (40–60%),Normal
31.0,Light,Normal (40–60%),Normal
76.0,Light,Above Normal (>60%),Above Normal
59.0,Light,Normal (40–60%),Normal
78.0,Light,Below Normal (<40%),Below Normal
38.0,Light,Above Normal (>60%),Above Normal
59.0,Light,Above Normal (>60%),Above Normal
46.0,Light,Normal (40–60%),Normal
74.0,Light,Normal (40–60%),Normal
37.0,Light,Normal (40–60%),Normal
84.0,Light,Normal (40–60%),Normal
49.0,Light,Below Normal (<40%),Below Normal
67.0,Light,Normal (40–60%),Normal
63.0,Light,Above Normal (>60%),Above Normal
62.0,Light,Normal (40–60%),Normal
71.0,Light,Below Normal (<40%),Below Normal
64.0,Light,Normal (40–60%),Normal
63.0,Light,Normal (40–60%),Normal
57.0,Light,Normal (40–60%),Normal
62.0,Light,Normal (40–60%),Normal
56.0,Light,Normal (40–60%),Normal
59.0,Light,Above Normal (>60%),Above Normal
59.0,Light,Normal (40–60%),Normal
66.0,Light,Normal (40–60%),Normal
66.0,Light,Normal (40–60%),Normal
80.0,Light,Normal (40–60%),Normal
66.0,Light,Normal (40–60%),Normal
67.0,Light,Normal (40–60%),Normal
77.0,Light,Normal (40–60%),Normal
78.0,Light,Normal (40–60%),Normal
74.0,Light,Normal (40–60%),Normal
67.0,Light,Above Normal (>60%),Above Normal
83.0,Light,Below Normal (<40%),Below Normal
70.0,Light,Above Normal (>60%),Above Normal
60.0,Light,Above Normal (>60%),Above Normal
